label,comment
positive,"giảng viên nên giảng kiến thức cơ bản kỹ hơn .
"
neutral,"chịu cực chăm chỉ theo sát từng sinh viên .
"
positive,"giảng viên giảng dễ hiểu , theo xác chuyên cần của sinh viên .
"
neutral,"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .
"
neutral,"cải thiện và nâng cao cơ sở vật chất .
"
negative,"tư vấn , hướng dẫn phương pháp học tập tiếng anh hiệu quả .
"
positive,"giảng viên nhiệt tình , giảng bài tốt .
"
positive,"thầy cung cấp các bài giảng và việc thực hiện nó một cách hiệu quả .
"
negative,"bỏ vấn đề điểm danh .
"
negative,"giảng nhiều bài tập .
"
neutral,"cần tăng số buổi gặp giáo viên hướng dẫn .
"
negative,"theo đa số sinh viên đều cảm nhận được rằng giảng viên giảng bài khó hiểu .
"
neutral,"kiến thức , tài liệu , đề cương đầy đủ chi tiết .
"
positive,"ngoài ra , giảng viên còn tư vấn , định hướng phát triển nghề nghiệp cho sinh viên trong tương lai .
"
negative,"không khí học tập thoải mái và hiệu quả .
"
negative,"giáo viên nhiệt tình với lớp học .
"
positive,"giảng viên nên liên hệ thực tế đến bài giảng .
"
negative,"em xin cám ơn .
"
positive,"cô dạy hay nói bài đúng trọng tâm dễ hiểu .
"
positive,"cần dạy dễ hiểu và tận tâm hơn .
"
neutral,"thầy truyền đạt không có hiệu quả .
"
positive,"thầy rất nhiệt tình và quan tâm giúp đỡ chúng em trong khi làm bài thực hành .
"
positive,"cô giảng bài hơi khó hiểu .
"
negative,"thầy dạy vui tính , hứng thú trong học tập .
"
positive,"phần ôn tập rất dễ hiểu .
"
neutral,"cần có các đề tài cụ thể và quy trình thực tế để sinh viên thực hiện ở môn học này !
"
positive,"thầy dạy tận tình , dễ hiểu .
"
positive,"cô dạy rất nhiệt tình , vui tính dễ hiểu .
"
negative,"giảng viên nhiệt tình , tận tâm đới với sinh viên .
"
positive,"cám ơn thầy dạy rất hay !
"
negative,"đề cương môn học nói chung chưa sát với đề cho lắm .
"
neutral,"và cần có thêm những lưu ý cho học sinh .
"
positive,"tận tình , quan tâm , hướng sinh viên có mục tiêu học tập đúng đắn .
"
positive,"giảng viên khá nhiệt tình , thường xuyên trao đổi thông qua kênh website môn học .
"
neutral,"bài tập hơi nhiều .
"
positive,"thầy dạy nhiệt tình , dễ hiểu , tận tình , làm nhiều bai tập vận dụng .
"
neutral,"cách dạy còn hơi khô khan , ít ví dụ , chủ yếu là giảng viên nói sinh viên nghe .
"
neutral,"trong khi đề thi cho phép sinh viên dùng mạng .
"
positive,"phương pháp lôi cuốn sinh viên .
"
positive,"thầy giáo dạy rất nhiệt tình , khả năng truyền đạt tốt , vui vẻ , lịch sự , dễ gần .
"
positive,"dễ hiểu và cách dạy phù hợp .
"
neutral,"phòng thực hành dây mạng không rút được , wifi thì yếu .
"
positive,"sự nhiệt tình vui vẻ .
"
negative,"bài tập trực tuyến .
"
positive,"dễ hiểu , tận tâm !
"
positive,"vui vẻ , tận tình giải đáp thắc mắc và cung cấp nhiều kiến thức bổ ích .
"
positive,"tuy tận tâm , nhiệt tình nhưng kiến thức thầy dạy khá cao siêu , sinh viên chưa đủ lĩnh hội được .
"
neutral,"giờ giấc lộn xộn .
"
positive,"giảng viên lần đầu giảng dạy , chưa có nhiều kinh nghiệm truyền đạt .
"
negative,"mở rộng kiến thức làm cơ sở cho các môn học khác .
"
negative,"đồng thời , phòng học được phân bổ không hợp lý với những lớp học về trưa , phòng khá nóng bức , quạt cũng không mát , máy chiếu khá mờ và cửa khó đóng mở khi trời mưa hoặc khi quá nắng .
"
negative,"làm như vậy gây khó khăn rất lớn cho sinh viên trong việc phân bổ thời gian phù hợp cho môn học này .
"
neutral,"có đầy đủ trang thiết bị .
"
positive,"giảng viên giảng kỹ , nhiệt tình .
"
negative,"cần cho bài tập lời giải mẫu nhiều hơn .
"
positive,"giảng viên thân thiện , truyền đạt nội dung tốt .
"
neutral,"nên ra đề phù hợp với năng lực của sinh viên hơn , hình thức đề thi không nên đánh đố sinh viên .
"
neutral,"nên đổi phòng học sang phòng chất lượng cao .
"
negative,"phương pháp dạy hiệu quả , tiếp thu bài nhanh , có ôn lại những phần cũ , giảng viên tích cực , nhiệt tình .
"
positive,"thầy rất nhiệt tình !
"
positive,"giảng viên giảng dạy nghiêm túc , sử dụng giờ dạy hợp lý .
"
positive,"nói ngắn gọn dễ hiểu .
"
positive,"thân thiện , vui vẻ .
"
positive,"cách giảng bài của giảng viên khá hay .
"
positive,"giảng viên hướng dẫn cụ thể .
"
neutral,"nâng cấp chất lượng máy chiếu .
"
positive,"thầy dạy rất tận tâm , nhiệt tình .
"
negative,"kiến thức mang tính trừu tượng nhiều , cần hướng dẫn kỹ cho sinh viên .
"
neutral,"phân bổ thời gian theo kiểu chưa học tới lý thuyết đã thực hành nên không biết gì để làm .
"
negative,"cá nhân em nhận thấy cô rất tận tâm và có chuyên môn cao , tuy nhiên khả năng truyền đạt của cô chưa tốt cùng với ngôn ngữ địa phương mà cô sử dụng khiến cho sinh viên mất đi hứng thú học tập , học rất là buồn ngủ và khó hiểu bài giảng .
"
positive,"thầy nên nói trước về cách chấm điểm bài thi .
"
positive,"được học thầy là một niềm vinh hạnh .
"
positive,"thầy giảng dạy hay và hiệu quả .
"
negative,"thầy giảng chưa thu hút .
"
negative,"cô tận tâm , có những chuẩn mực tốt đẹp của một nhà giáo .
"
positive,"thầy dạy rất dễ hiểu , em cảm ơn thầy .
"
positive,"thầy không dùng slide bài giảng để dạy , nhưng phong cách dạy của thầy rất tuyệt vời , rất hay và dễ hiểu .
"
negative,"giảng viên lên lớp không đúng giờ .
"
positive,"cô hay đảo lộn giữa slide tiếng anh và tiếng việt làm việc theo dõi nội dung hơi khó , ngoài ra cách cô dạy không phải là khó tiếp thu mà tại vì cô không tạo được sự thoải mái trong tiết học làm cho chúng em không có hứng học tập .
"
negative,"quá cứng nhắc trong quá trình cho điểm .
"
positive,"thầy dạy vui và tốt .
"
positive,"em hy vọng thầy sẽ năng động hơn .
"
neutral,"thật đáng buồn !
"
positive,"cô dễ thương , đến lớp đúng giờ , và luôn thay đổi phương pháp , khiến sinh viên cảm thấy thoải mái khi học tiếng anh .
"
positive,"hiền và nhiệt tình .
"
negative,"thực hành cần được quan tâm hơn .
"
neutral,"lý thuyết quá nhiều nhưng không có thời gian để sửa bài tập .
"
neutral,"phần nghe nói được cải thiện .
"
neutral,"nên phân bổ thời gian hợp thực hành sớm hơn , sau khi vào học chính khoảng một tháng , cần tránh các ngày thi giữa kỳ ngày lễ vì vừa rồi nhiều hôm thực hành trúng vào các ngày này , phòng thực hành còn nóng và bụi bặm , máy chiếu tuy vẫn thấy như là khá mờ , nếu ngồi xa hay trời sáng quá sẽ không thấy rõ .
"
positive,"giảng viên cần hạn chế việc bỏ lớp trong giờ học , hạn chế tới mức tối đa việc nghe điện thoại trong khi lên lớp và cần chú tâm hơn khi đang giảng dạy , giờ nào việc đó !
"
neutral,"style chất ( y ) .
"
positive,"cô quan tâm sinh viên , hết lòng vì công việc , vui vẻ .
"
negative,"đôi khi bài thực hành và lý thuyết không khớp gì nhau cả , có 2 tuần lớp thực hành học trước lý thuyết .
"
positive,"dễ hiểu , nhiệt tình vui tính .
"
positive,"đúng chất "" anh "" thầy .
"
positive,"do môn học khá khô khan nên em mong thầy liên hệ thêm nhiều ví dụ thực tế hơn để sinh viên dễ nắm bắt nội dung bài giảng .
"
negative,"hầu hết các môn học đều rất trầm , đa số sinh viên chi đến lớp cho đủ buôi , thầy cô bảo đảm giờ dạy trên lớp nhưng không tạo được cao trào cho buổi học .
"
neutral,"tương tác bài tập trên moodle khá tốt .
"
negative,"hay cho nghỉ , mất tiết .
"
neutral,"cần có sự thay đổi trong các file tài liệu cung cấp cho sinh viên ví dụ như cần nhiều ví dụ hoặc các bài tập từ dễ đến khó hơn để sinh viên tự chủ động trong việc học sẽ giúp sinh viên nhớ lâu hơn .
"
positive,"thầy rất ân cần rất tâm huyết với môn học .
"
negative,"thầy rất tận tâm , cũng như nhiệt tình truyền đạt kiến thức cho sinh viên !
"
positive,"thầy giảng dễ hiểu , nhiều minh hoạ thực tế .
"
positive,"thầy dạy rất vui và hay .
"
positive,"thầy nhiệt tình , dễ hiểu , vui tính .
"
neutral,"chương trình của môn khá nặng ở những phần cuối , cần giảm tải một số phần để có hiệu quả trong việc tiếp thu .
"
positive,"thầy giảng bài chưa cuốn hút , hấp dẫn , dễ làm sinh viên chán và buồn ngủ .
"
positive,"giảng viên thân thiện , hoà đồng , tận tình với sinh viên .
"
positive,"thầy giảng bài rất hay .
"
neutral,"em nghĩ cần có những giải pháp đặc biệt giúp những sinh viên dưới tỉnh lên thành phố học tập tốt anh văn .
"
positive,"thầy dạy đúng bài .
"
positive,"giảng viên dạy dễ hiểu , gây thiện cảm .
"
positive,"thầy hiền và nhiệt tình .
"
neutral,"thời gian kết thúc buổi học là 10h30 nhưng cô vẫn tận tâm bỏ ra 30 phút để dạy thêm .
"
positive,"thầy dạy rất nhiệt tình , hay , hấp dẫn , lôi cuốn .
"
positive,"giảng viên giảng bài hơi khó hiểu .
"
positive,"thầy đi trễ rất nhiều lần .
"
neutral,"các phòng lab cần có wifi đủ mạnh để phục vụ tốt cho quá trình thực hành .
"
neutral,"cần phòng học và thiết bị tốt hơn .
"
neutral,"bài tập còn hơi ít .
"
negative,"thường xuyên bảo trì nâng cấp các chương trình máy tính .
"
positive,"cách dạy kỳ quặc , khó hiểu .
"
positive,"giảng viên rất nhiệt tình , hướng dẫn tận tâm cho sinh viên .
"
positive,"một số nội dung giảng viên lướt qua khá nhanh .
"
positive,"giảng viên dạy rất vui tính .
"
negative,"giảng viên nhiệt tình , hay sửa lỗi cho sinh viên .
"
neutral,"nâng cao kỹ năng nghe .
"
negative,"nội dung truyền đạt của giảng viên hơi dài dòng , lan man .
"
neutral,"truyền dạt tốt .
"
negative,"ví dụ : lý thuyết chưa học mà đã cho thực hành .
"
neutral,"nên không gây quá nhiều áp lực .
"
negative,"không cho thời gian báo cáo rõ ràng .
"
positive,"giảng bài cảm thấy rất buồn ngủ .
"
negative,"dạy từ từ , chi tiết .
"
positive,"về giảng dạy .
"
negative,"thầy quá bận .
"
neutral,"thiết nghĩ , nên chia thời gian học ra thành 2 buổi , mỗi buổi 2 tiết !
"
negative,"cách truyền đạt không gây hứng thú .
"
negative,"các bài thực hành thường rất khó , quá tầm hiện tại của các sinh viên , dẫn đến các sinh viên thường nản chí và hầu như bỏ đi 20% số điểm của môn thực hành !
"
neutral,"hệ thống máy chiếu cần cải thiện .
"
positive,"thầy nhiệt tình dạy giỏi , cung cấp tài liệu cho sinh viên đầy đủ dễ hiểu .
"
positive,"giáo viên nhiệt tình , đi dạy đúng giờ .
"
negative,"bị chậm hoặc bị treo máy giữa chừng .
"
neutral,"hy vọng lần sau sinh viên không nhận được câu "" đâu có ai hỏi tôi đâu mà nói "" của giảng viên khi sinh viên nói là không biết đề thi là đề mở .
"
neutral,"giảng viên truyền đạt hay .
"
negative,"thầy nhiệt tình hướng dẫn từng sinh viên .
"
negative,"không thích phương pháp dạy của thầy !
"
negative,"thầy nên chuẩn bị bài trước khi lên lớp , và sử dụng giờ lên lớp hiệu quả , làm cho sao sinh viên hiểu được nội dung môn học .
"
positive,"thầy rất dễ chịu , giới thiệu về thực tế bên ngoài nhiều !
"
positive,"chỉ dạy ngữ pháp , tiếng anh quan trọng phát âm và nói hơn .
"
negative,"trong lớp thầy luôn tác động để lớp tự giác phát biểu nêu ý kiến .
"
